created_at,date,user_id,username,name,tweet,link,POS tagged,Label
1606822498000.0,2020-12-01 18:34:58,167774647,bogiyuniar,Bogi Y. Rachman,kali ini mereka bilanga ga mungkin kena covid soalnya banyak makan nasi kucing ,https://twitter.com/bogiyuniar/status/1333736341939449857,"[('kali', 'n'), ('bilanga', 'n'), ('ga', 'n'), ('kena', 'n'), ('covid', 'n'), ('makan', 'n'), ('nasi', None), ('kucing', 'v')]",0
1606714330000.0,2020-11-30 12:32:10,1304476020687347712,DiethMalta,dieth malta,  jokowi anggar kan promo wisata saat pandemi  ada mentri yg bilang covid gak nyerang krn biasa makan nasi kucing  ada bilang juga negara tropis indonesia gak kena virus  dll sderetan jejak digitalnya  anies tahu prokes sejaka awal  kalian baru bangun tidur ya   ,https://twitter.com/DiethMalta/status/1333282655249469444,"[('jokowi', 'n'), ('anggar', 'n'), ('promo', 'n'), ('wisata', 'n'), ('pandemi', 'n'), ('mentri', 'n'), ('yg', 'n'), ('bilang', 'n'), ('covid', 'n'), ('gak', 'n'), ('nyerang', 'n'), ('krn', 'v'), ('makan', None), ('nasi', 'n'), ('kucing', 'v'), ('bilang', 'v'), ('negara', None), ('tropis', 'n'), ('indonesia', 'n'), ('gak', 'n'), ('kena', 'n'), ('virus', 'n'), ('dll', 'n'), ('sderetan', 'n'), ('jejak', 'n'), ('digitalnya', 'n'), ('anies', 'n'), ('prokes', 'n'), ('sejaka', 'v'), ('bangun', 'n'), ('tidur', 'n'), ('ya', 'n')]",0
1606640315000.0,2020-11-29 15:58:35,1331116114147885060,man_ana80,#pep_ₖₐᵣᵤₙᵢₐ™,jd peduli covid  loe kemana az ketika org  pd goyang uburubur dan makan nasi kucing  loe mingkem ktka politisi merah bilang   komunitas janda mempesona  keren loe yak,https://twitter.com/man_ana80/status/1332972211137695744,"[('jd', 'n'), ('peduli', 'n'), ('covid', 'n'), ('loe', 'n'), ('kemana', 'n'), ('az', 'n'), ('org', None), ('pd', 'n'), ('goyang', 'n'), ('uburubur', None), ('makan', 'n'), ('nasi', None), ('kucing', 'v'), ('loe', None), ('mingkem', 'n'), ('ktka', 'n'), ('politisi', 'n'), ('merah', 'n'), ('bilang', 'n'), ('komunitas', 'n'), ('janda', 'v'), ('mempesona', None), ('keren', 'n'), ('loe', 'v'), ('yak', 'n')]",0
1606111862000.0,2020-11-23 13:11:02,741067806,untuN9ADsY,UntuN9, kira  kenapa ya   kok covid    bisa masuk  amp  berkembang lalu jadi pandemi indonesia    apa krn diskon penerbangan    apa jamunya nggak manjur   santai dlu sis   sambil makan nasi kucing stlh itu goyang ubur  biar sehat     ,https://twitter.com/untuN9ADsY/status/1330755719407177728,"[('ya', 'n'), ('covid', None), ('masuk', 'n'), ('amp', 'n'), ('berkembang', 'n'), ('pandemi', 'n'), ('indonesia', 'n'), ('krn', 'n'), ('diskon', 'n'), ('penerbangan', 'n'), ('jamunya', 'n'), ('nggak', 'n'), ('manjur', 'n'), ('santai', 'n'), ('dlu', 'n'), ('sis', 'n'), ('makan', 'n'), ('nasi', None), ('kucing', 'v'), ('stlh', None), ('goyang', 'n'), ('ubur', None), ('biar', 'n'), ('sehat', None)]",0
1606049084000.0,2020-11-22 19:44:44,4632852864,YUDHA_MOU,YUDHA_, santai aja bos   org indonesia kebal covid krn makan nasi kucing,https://twitter.com/YUDHA_MOU/status/1330492410288246784,"[('santai', 'n'), ('aja', 'n'), ('bos', 'n'), ('org', 'n'), ('indonesia', 'n'), ('kebal', 'n'), ('covid', 'n'), ('krn', 'n'), ('makan', 'n'), ('nasi', None), ('kucing', 'v')]",0
1605915697000.0,2020-11-21 06:41:37,1107281300220600321,MayaFarrell21,MayaFarrell21,   ormas meresahkan   dr segi mana yg meresahkan   apa ormas tu meneror   korupsi    bicara ttg covid  keknya lu harus banyak literasi dan kuota deh  sejak awal pemerintah sudah diingatkan tutup bandara  tp malah buka lebar   berkelakar makan nasi kucing  jamu  tari ubur   ,https://twitter.com/MayaFarrell21/status/1329932943175794689,"[('ormas', 'r'), ('meresahkan', None), ('dr', 'n'), ('segi', 'n'), ('yg', 'n'), ('meresahkan', 'n'), ('ormas', None), ('tu', None), ('meneror', 'n'), ('korupsi', 'n'), ('bicara', 'n'), ('ttg', 'n'), ('covid', 'n'), ('keknya', 'n'), ('lu', 'n'), ('literasi', None), ('kuota', 'n'), ('deh', 'n'), ('pemerintah', 'n'), ('tutup', 'n'), ('bandara', 'n'), ('tp', 'n'), ('buka', 'n'), ('lebar', 'n'), ('berkelakar', 'n'), ('makan', 'n'), ('nasi', None), ('kucing', 'v'), ('jamu', 'n'), ('tari', 'n'), ('ubur', 'n')]",0
1605163099000.0,2020-11-12 13:38:19,1226875580,SugiKawuloAlit,#PetugasPartai, covad covid kek gituh mulu doank  bosen    mana corona   sini gua telan    gua kebal corona karena sekarang gua sudah doyan makan nasi kucing campur toge sambil goyang ubur ubur gituh donk      ,https://twitter.com/SugiKawuloAlit/status/1326776317753372672,"[('covad', 'n'), ('covid', 'n'), ('kek', 'n'), ('gituh', 'n'), ('mulu', 'n'), ('doank', 'n'), ('bosen', 'n'), ('corona', 'n'), ('gua', 'n'), ('telan', 'n'), ('gua', 'v'), ('kebal', None), ('corona', 'n'), ('gua', 'n'), ('doyan', None), ('makan', 'n'), ('nasi', 'n'), ('kucing', 'v'), ('campur', None), ('toge', 'n'), ('goyang', 'n'), ('ubur', None), ('ubur', None), ('gituh', 'n'), ('donk', 'n')]",0
1604970770000.0,2020-11-10 08:12:50,954638318012022785,razak17an,Mas Razak,  jumlah nya banyak begini sebab denial terus menerus   goyang ubur ubur  covid susah masuk karena perizinan  satu satunya negara besar yg gak ada corona  makan nasi kucing bikin kebal  yang sakit aja pakai masker  dan lain sebagainya   ,https://twitter.com/razak17an/status/1325969633870897154,"[('nya', None), ('denial', None), ('menerus', 'n'), ('goyang', 'n'), ('ubur', None), ('ubur', None), ('covid', 'n'), ('susah', 'n'), ('masuk', 'n'), ('perizinan', 'n'), ('satunya', 'n'), ('negara', 'n'), ('yg', 'n'), ('gak', 'n'), ('corona', 'n'), ('makan', 'n'), ('nasi', None), ('kucing', 'v'), ('bikin', None), ('kebal', 'n'), ('sakit', 'n'), ('aja', 'n'), ('pakai', 'n'), ('masker', 'n')]",0
1604583331000.0,2020-11-05 20:35:31,558412554,arifin_alif,Kurupuk_Ojay🇮🇩,who  apa kiat  sukses hadapi covid  jawab  makan nasi kucing  minum jamu  pake kalung kayu putih  masker hanya utk org sakit dan jgn lupa tik tok goyang ubur   ,https://twitter.com/arifin_alif/status/1324344596118171650,"[('who', None), ('kiat', 'v'), ('sukses', 'n'), ('hadapi', 'v'), ('covid', None), ('makan', 'n'), ('nasi', None), ('kucing', 'v'), ('minum', 'n'), ('jamu', 'n'), ('pake', 'v'), ('kalung', None), ('kayu', 'n'), ('putih', 'n'), ('masker', 'n'), ('utk', None), ('org', None), ('sakit', 'n'), ('jgn', 'n'), ('lupa', 'n'), ('tik', 'n'), ('tok', 'n'), ('goyang', 'n'), ('ubur', 'n')]",0
1604401733000.0,2020-11-03 18:08:53,151286087,bigdre_25,dre, gak pernah setuju sama omongan abang ini  tapi pejabat  yang ngeremehin covid  sampai ada yang bilang makan nasi kucing bisa jadi penyembuhnya itu masih berkeliaran bebas  semangat bli  jangan menyerah,https://twitter.com/bigdre_25/status/1323582918556438528,"[('gak', 'n'), ('setuju', 'n'), ('omongan', None), ('abang', None), ('pejabat', 'n'), ('ngeremehin', None), ('covid', None), ('bilang', 'n'), ('makan', 'n'), ('nasi', None), ('kucing', 'v'), ('penyembuhnya', 'n'), ('berkeliaran', 'n'), ('bebas', 'n'), ('semangat', 'n'), ('bli', 'n'), ('menyerah', 'n')]",0
1604296755000.0,2020-11-02 12:59:15,1198998250637815809,Akhmad56856214,Akhmad,   bagus ini buat yg pernah bilang covid gak akan masuk ke indonesia yg malah kasih tiket murah  makan nasi kucing  yg sakit aja pakai masker menkes    koplak   masih banyak jejak digitalnya   maka dengan ini biar matamu yg suwek ngelihat   ,https://twitter.com/Akhmad56856214/status/1323142609292783616,"[('bagus', 'n'), ('yg', 'n'), ('bilang', 'n'), ('covid', 'n'), ('gak', 'n'), ('masuk', 'n'), ('indonesia', 'n'), ('yg', 'n'), ('kasih', 'n'), ('tiket', 'n'), ('murah', 'n'), ('makan', 'n'), ('nasi', None), ('kucing', 'v'), ('yg', None), ('sakit', 'n'), ('aja', 'n'), ('pakai', 'n'), ('masker', 'n'), ('menkes', 'n'), ('koplak', 'v'), ('jejak', 'n'), ('digitalnya', 'n'), ('biar', 'n'), ('matamu', 'n'), ('yg', 'n'), ('suwek', 'n'), ('ngelihat', None)]",0
1603875540000.0,2020-10-28 15:59:00,1245146670209236993,PorteerB,Porteer. Burghose,bertambah        kasus positif covid    tembus     ribu    dulu siapa ya yng ngoceh yang wafat cuma kurang dari     org   covid nggk bkl sampai kesini because jaraknya jauh  org sehat gak perlu pakai masker   org  ind kebal covid because hoby makan nasi kucing  ,https://twitter.com/PorteerB/status/1321375905978019840,"[('bertambah', 'n'), ('positif', 'n'), ('covid', 'n'), ('tembus', 'n'), ('ribu', 'n'), ('ya', 'n'), ('yng', 'n'), ('ngoceh', 'n'), ('wafat', 'n'), ('org', 'n'), ('covid', 'n'), ('nggk', 'n'), ('bkl', 'n'), ('kesini', 'n'), ('because', None), ('jaraknya', 'n'), ('org', None), ('sehat', None), ('gak', 'v'), ('pakai', 'n'), ('masker', 'n'), ('org', 'n'), ('ind', 'n'), ('kebal', 'n'), ('covid', 'n'), ('because', None), ('hoby', 'n'), ('makan', 'n'), ('nasi', None), ('kucing', 'v')]",0
1603868878000.0,2020-10-28 14:07:58,81667850,lambaners,Burn Fat NOT Forrest, elu ngomong orang awan bikin hoax nah menteri yg bilang orang indonesia gak akan kena covid karena makan nasi kucing  apa bukannya menyebar hoax dan disinformasi  kagak elu tempelin  hoax  di jidat si menteri  ,https://twitter.com/lambaners/status/1321347964573376515,"[('elu', 'n'), ('ngomong', 'r'), ('orang', None), ('awan', 'n'), ('bikin', 'n'), ('hoax', 'n'), ('menteri', 'n'), ('yg', 'n'), ('bilang', 'n'), ('orang', 'n'), ('indonesia', 'n'), ('gak', 'n'), ('kena', 'n'), ('covid', 'n'), ('makan', 'n'), ('nasi', None), ('kucing', 'v'), ('menyebar', 'n'), ('hoax', 'n'), ('disinformasi', 'n'), ('kagak', 'n'), ('elu', 'n'), ('tempelin', 'n'), ('hoax', 'n'), ('jidat', 'n'), ('si', 'n'), ('menteri', 'n')]",0
1603357250000.0,2020-10-22 16:00:50,1226875580,SugiKawuloAlit,#PetugasPartai,  pastinya sih gua gak butuh vaksin corona covid    apalagi buatan china  karena yang pasti gua sudah kebal corona semenjak gua mulai doyan makan nasi kucing campur toge sambil goyang ubur ubur gituh donk    mositidakpercaya coronavirusindonesia  ,https://twitter.com/SugiKawuloAlit/status/1319202040279527427,"[('pastinya', 'n'), ('sih', 'n'), ('gua', 'n'), ('gak', 'n'), ('butuh', 'n'), ('vaksin', 'n'), ('corona', 'n'), ('covid', 'n'), ('buatan', None), ('china', 'n'), ('gua', 'n'), ('kebal', None), ('corona', 'n'), ('semenjak', 'n'), ('gua', 'n'), ('doyan', None), ('makan', 'n'), ('nasi', 'n'), ('kucing', 'v'), ('campur', None), ('toge', 'n'), ('goyang', 'n'), ('ubur', None), ('ubur', None), ('gituh', 'n'), ('donk', 'n'), ('mositidakpercaya', 'n'), ('coronavirusindonesia', 'n')]",0
1603209903000.0,2020-10-20 23:05:03,1028672022258151427,Dhox_TEEMGE,𝑨𝒅𝒊𝒑𝒂𝒕𝒊 𝑫𝒋𝒐𝒋𝒐𝒏𝒆𝒈𝒐𝒓𝒐™,usaha apa  bah    dagangan juga sepi  orang nya sehat  ekonomi juga akan sehat    terselamatkan dr covid     masih sehat  amp  masih hidup bersyukur sampai hari ini   coba diawal kasus pejabat gak   bercanda   tidak takabur dan rajin  makan nasi kucing  minum susu kuda liar ,https://twitter.com/Dhox_TEEMGE/status/1318584021731868672,"[('usaha', None), ('bah', 'n'), ('dagangan', None), ('sepi', 'n'), ('orang', 'n'), ('nya', 'v'), ('sehat', None), ('ekonomi', 'v'), ('sehat', None), ('terselamatkan', 'v'), ('dr', 'n'), ('covid', 'n'), ('sehat', None), ('amp', 'v'), ('hidup', 'n'), ('bersyukur', 'n'), ('coba', 'n'), ('diawal', 'n'), ('pejabat', 'n'), ('gak', 'n'), ('bercanda', 'n'), ('takabur', 'n'), ('rajin', 'n'), ('makan', 'n'), ('nasi', None), ('kucing', 'v'), ('minum', 'n'), ('susu', 'n'), ('kuda', 'n'), ('liar', 'n')]",0
1603149380000.0,2020-10-20 06:16:20,1226875580,SugiKawuloAlit,#PetugasPartai,  jika memang benar tidak ada pendemo yang tertular terinfeksi positif covid    itu artinya makan nasi kucing campur toge sambil goyang ubur ubur yang telah dilakukan para demonstran ternyata memang terbukti ampuh untuk melawan virus corona covid         ,https://twitter.com/SugiKawuloAlit/status/1318330170000830464,"[('pendemo', 'n'), ('tertular', None), ('terinfeksi', 'n'), ('positif', 'n'), ('covid', 'n'), ('makan', 'n'), ('nasi', None), ('kucing', 'v'), ('campur', None), ('toge', 'n'), ('goyang', 'n'), ('ubur', None), ('ubur', None), ('demonstran', 'n'), ('terbukti', 'n'), ('ampuh', 'n'), ('melawan', 'n'), ('virus', 'n'), ('corona', 'n'), ('covid', 'n')]",0
1603107857000.0,2020-10-19 18:44:17,59328685,xomalie,Adi Maulana, apalagi inget sama guyonan  covid ga bisa masuk karena orang kita makan nasi kucing  gila ,https://twitter.com/xomalie/status/1318156010138161154,"[('inget', 'n'), ('guyonan', 'n'), ('covid', 'n'), ('ga', 'n'), ('masuk', 'n'), ('orang', 'n'), ('makan', None), ('nasi', None), ('kucing', 'n'), ('gila', 'n')]",0
1602691739000.0,2020-10-14 23:08:59,377100794,machbeach,mach,                                                  cukup makan nasi kucing covid menjauh  ,https://twitter.com/machbeach/status/1316410682733027328,"[('makan', 'n'), ('nasi', None), ('kucing', 'v'), ('covid', 'n'), ('menjauh', 'n')]",0
1602494359000.0,2020-10-12 16:19:19,1080612433129918465,theternalaurora,🐙,kapan ya covid selesai   padahal aku sudah berencana pas kuliah ngumpulin uang jajan  makan nasi kucing supaya bisa nonton konser bangtan,https://twitter.com/theternalaurora/status/1315582814352371713,"[('ya', 'n'), ('covid', 'n'), ('selesai', 'n'), ('berencana', 'n'), ('pas', 'n'), ('kuliah', 'n'), ('ngumpulin', 'n'), ('uang', 'n'), ('jajan', 'n'), ('makan', 'n'), ('nasi', None), ('kucing', 'v'), ('nonton', 'n'), ('konser', 'n'), ('bangtan', 'n')]",0
1602478780000.0,2020-10-12 11:59:40,1226875580,SugiKawuloAlit,#PetugasPartai,anjay    pasti om trump sudah mulai doyan makan nasi kucing campur toge sambil goyang ubur ubur nih bisa kebal corona    jangan lupa om trump  sekalian lawan virus corona covid    dengan jurus diskon tiket pesawat donk    coronavirusupdates,https://twitter.com/SugiKawuloAlit/status/1315517471051272193,"[('anjay', 'n'), ('om', None), ('trump', 'n'), ('doyan', None), ('makan', 'n'), ('nasi', 'n'), ('kucing', 'v'), ('campur', None), ('toge', 'n'), ('goyang', 'n'), ('ubur', None), ('ubur', None), ('nih', 'n'), ('kebal', None), ('corona', 'n'), ('lupa', None), ('om', None), ('trump', 'n'), ('lawan', 'n'), ('virus', 'n'), ('corona', 'n'), ('covid', 'n'), ('jurus', 'n'), ('diskon', 'n'), ('tiket', 'n'), ('pesawat', 'n'), ('donk', 'n'), ('coronavirusupdates', 'n')]",0
